time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,,Magnitude,Difference,Square,Moving Average,Peaks above .32 and in between the start and end phases,Steps(1 if step),Total Steps
18.67028809,-0.701591015,1.885778546,5.436694145,0.15667963,0.337873906,0.078872442,5.899993896,-22.68334961,-30.56105042,,5.797071149,0.070578066,0.004981263,0.101020031,,0,
18.68026733,-0.922082543,2.065554619,5.498665333,0.154548034,0.241947919,0.050094593,5.899993896,-22.68334961,-30.56105042,,5.945760888,0.148689739,0.022108639,0.057758849,,0,
18.69024658,-0.706381083,2.241738319,5.574557781,0.122572258,0.151350111,0,6.300003052,-22.78240967,-30.75570679,,6.049798293,0.104037404,0.010823781,0.058234398,,0,
18.70025635,-0.915795565,2.29053688,5.999524117,0.087399356,0.065016553,-0.058622036,6.300003052,-22.78240967,-30.75570679,,6.486873696,0.437075403,0.191034908,0.030491879,,0,
18.71023559,-1.196312308,2.327360153,6.451284409,0.061818894,-0.03090998,-0.111914553,6.300003052,-22.78240967,-30.75570679,,6.961812906,0.474939211,0.225567254,0.049535152,,0,
18.72021484,-1.241518259,2.593506813,6.680757523,0.036238696,-0.135363415,-0.156680152,6.5,-22.88145447,-31.14501953,,7.273250047,0.311437141,0.096993093,0.058295156,,0,
18.73019409,-1.684297442,2.614313602,7.538473606,0.00959244,-0.259001732,-0.181194827,6.5,-22.88145447,-31.14501953,,8.154757985,0.881507938,0.777056244,0.124869966,,0,
18.74017334,-1.378034353,2.550695896,8.124205589,0.012789831,-0.423142731,-0.204643428,6.5,-22.88145447,-31.14501953,,8.625992389,0.471234404,0.222061863,0.143242278,,0,
18.75018311,-1.458566904,2.650987148,8.890761375,0.038370293,-0.588349283,-0.219565377,6.100006104,-22.88145447,-31.04769897,,9.391527464,0.765535075,0.586043952,0.196494319,,0,
18.76016235,-1.69223094,2.548151016,9.665849686,0.08526776,-0.735436976,-0.221696973,6.100006104,-22.88145447,-31.04769897,,10.13831196,0.746784491,0.557687076,0.246898277,,0,
18.7701416,-1.425785065,2.590662718,10.4499197,0.182260081,-0.842022002,-0.21743378,6.100006104,-22.88145447,-31.04769897,,10.86025866,0.721946703,0.521207042,0.292324101,,0,
18.78015137,-1.501527548,2.829116821,11.22575569,0.311227649,-0.903841197,-0.214235857,5.300003052,-22.68334961,-31.24232483,,11.67373453,0.813475869,0.66174299,0.352029713,1,1,
18.79013061,-1.182540894,2.780018806,11.95159626,0.426339597,-0.929421365,-0.21636799,5.300003052,-22.68334961,-31.24232483,,12.32751235,0.653777821,0.427425439,0.388876695,,0,
18.80010986,-0.90980804,2.453098774,11.91207886,0.503080964,-0.918762863,-0.232355475,5.300003052,-22.68334961,-31.24232483,,12.19602669,-0.13148566,0.017288479,0.389464394,,0,
18.81011963,-0.344733119,2.422861576,12.18106937,0.538254142,-0.846285224,-0.269660503,5.5,-23.07955933,-31.72898865,,12.42447384,0.228447154,0.052188102,0.376841958,,0,
18.82009888,0.096399538,2.148482323,12.20217514,0.498817265,-0.692802727,-0.333611518,5.5,-23.07955933,-31.72898865,,12.39025211,-0.034221733,0.001171127,0.35644231,,0,
18.83007813,0.546812892,1.774559736,12.0655098,0.351730347,-0.511608422,-0.440196574,5.5,-23.07955933,-31.72898865,,12.20756295,-0.182689156,0.033375328,0.350658876,,0,
18.84008789,0.636476457,1.146765232,12.39257908,0.131099164,-0.299504161,-0.588349283,6,-23.37672424,-30.85302734,,12.46178916,0.254226205,0.064630963,0.285892942,,0,
18.85006714,0.186811522,1.435963869,12.90211964,-0.09699259,-0.045831937,-0.735436976,6,-23.37672424,-30.85302734,,12.98312681,0.521337658,0.271792953,0.29041395,,0,
18.8600769,-0.154329076,1.253643036,13.1621294,-0.270726293,0.216367453,-0.815375745,6,-23.37672424,-30.85302734,,13.22259765,0.239470839,0.057346283,0.242350526,,0,
18.87002563,-0.80218184,0.920585632,13.43650818,-0.348532945,0.450854272,-0.806848884,6.899993896,-23.17861938,-31.3396759,,13.49187628,0.269278629,0.07251098,0.198243608,,0,
18.8800354,-1.137334943,1.016985178,13.23847008,-0.348532945,0.645904958,-0.738634408,6.899993896,-23.17861938,-31.3396759,,13.32609769,-0.165778594,0.027482542,0.153359562,,0,
18.89001465,-1.415157199,0.961151302,13.13473606,-0.313360304,0.792991877,-0.638444424,6.899993896,-23.17861938,-31.3396759,,13.24566998,-0.080427713,0.006468617,0.093789165,,0,
18.8999939,-1.453776836,0.668360114,12.9836998,-0.30483368,0.849482358,-0.5425179,8.199996948,-23.37672424,-31.04769897,,13.08192007,-0.163749903,0.026814031,0.057369946,,0,
18.91000366,-1.212628365,0.493523717,12.82622814,-0.33041361,0.828165054,-0.491356939,8.199996948,-23.37672424,-31.04769897,,12.89287251,-0.189047563,0.035738981,0.059047264,,0,
18.91998291,-1.02521801,0.309256911,12.8232336,-0.358126193,0.778070211,-0.483896375,8.199996948,-23.37672424,-31.04769897,,12.86786819,-0.025004315,0.000625216,0.054359729,,0,
18.92999268,-0.762813747,-0.124990083,12.41024303,-0.351730883,0.73117274,-0.50201571,9.400009155,-22.88145447,-31.63165283,,12.43429288,-0.433575312,0.187987551,0.07134304,,0,
18.93997192,-0.845292211,-0.33425492,12.09679413,-0.276055276,0.722645819,-0.513740003,9.400009155,-22.88145447,-31.63165283,,12.13089747,-0.303395412,0.092048776,0.07667699,,0,
18.94995117,-1.092128873,-0.333207101,12.06940174,-0.117244072,0.773806751,-0.482830584,9.400009155,-22.88145447,-31.63165283,,12.1232929,-0.007604567,5.78294E-05,0.070806705,,0,
18.95996094,-1.322799206,-0.253572702,11.54339504,0.089531213,0.864404023,-0.381574512,10.30000305,-22.98051453,-31.53431702,,11.62170667,-0.501586232,0.251588748,0.06896996,,0,
18.96994019,-1.406475186,-0.292940825,10.92787552,0.295240164,0.944342792,-0.220631182,10.30000305,-22.98051453,-31.53431702,,11.02190774,-0.599798936,0.359758764,0.096462003,,0,
18.97994995,-1.490001559,-0.279618531,9.899663925,0.450854272,0.997635305,-0.018119881,10.30000305,-22.98051453,-31.53431702,,10.01507049,-1.006837241,1.013721231,0.182026571,,0,
18.9899292,-1.231489062,-0.291893005,9.14478302,0.519068718,1.016820431,0.201445237,11.1000061,-23.87199402,-31.3396759,,9.231945804,-0.78312469,0.613284281,0.235281275,,0,
18.99993896,-0.856219471,0.124690704,8.434809685,0.4806979,0.978449941,0.392232239,11.1000061,-23.87199402,-31.3396759,,8.479072707,-0.752873097,0.5668179,0.286222119,,0,
19.00991821,-0.383053422,0.122295685,8.15698719,0.36132279,0.871864855,0.513739467,11.1000061,-23.87199402,-31.3396759,,8.166892076,-0.312180631,0.097456746,0.292644184,,0,
19.01989746,0.258063346,0.391136616,7.950716496,0.209972143,0.713053107,0.536122024,11.19999695,-24.36726379,-30.8530426,,7.964513628,-0.202378448,0.040957036,0.293118553,,0,
19.02990723,0.446671128,0.364641726,7.758366585,0.060753096,0.518002689,0.459381163,11.19999695,-24.36726379,-30.8530426,,7.779764183,-0.184749445,0.034132357,0.296164656,,0,
19.03988647,0.543519735,0.64306277,8.016130447,-0.066083148,0.304832876,0.31762296,11.19999695,-24.36726379,-30.8530426,,8.060228953,0.28046477,0.078660487,0.286225832,,0,
19.04986572,0.601748645,0.593515754,8.038733482,-0.15028511,0.090597011,0.157745421,11.5,-24.26821899,-30.65837097,,8.083043881,0.022814928,0.000520521,0.277905082,,0,
19.05984497,0.324974209,1.113684058,8.30862236,-0.169470251,-0.099124454,0.010658237,11.5,-24.26821899,-30.65837097,,8.389225587,0.306181706,0.093747237,0.286422301,,0,
19.06982422,0.215402067,1.038839698,7.972570896,-0.132165492,-0.239816323,-0.100190252,11.5,-24.26821899,-30.65837097,,8.042852272,-0.346373315,0.119974473,0.274457367,,0,
19.07980347,-0.183069304,1.037492514,7.380851269,-0.08953201,-0.315491915,-0.164141268,11.3999939,-24.07009888,-30.56105042,,7.455660302,-0.58719197,0.344794409,0.273096971,,0,
19.08981323,-0.409997404,1.278192043,6.975194931,-0.071412131,-0.33041361,-0.185458004,11.3999939,-24.07009888,-30.56105042,,7.103183589,-0.352476713,0.124239833,0.192235026,,0,
19.09979248,-0.183967441,1.164727926,6.52657795,-0.08953201,-0.30483368,-0.181194827,11.30000305,-24.16915894,-31.33966064,,6.632243579,-0.47094001,0.221784493,0.156644136,,0,
19.10977173,-0.605790257,1.20454514,6.097270489,-0.137495011,-0.25580436,-0.169470251,11.30000305,-24.16915894,-31.33966064,,6.244567098,-0.387676481,0.150293054,0.118778241,,0,
19.11978149,-0.618813157,1.111887813,5.911955833,-0.203577623,-0.195050716,-0.169470251,11.30000305,-24.16915894,-31.33966064,,6.04735033,-0.197216769,0.038894454,0.113454396,,0,
19.12976074,-0.55265075,1.124761105,5.606591225,-0.269660503,-0.132165492,-0.181194827,11.3999939,-23.87199402,-30.85302734,,5.744943477,-0.302406852,0.091449904,0.118044657,,0,
19.13973999,-0.820593596,1.363963604,5.592520237,-0.327216208,-0.081005104,-0.197182849,11.3999939,-23.87199402,-30.85302734,,5.814641276,0.069697798,0.004857783,0.115383332,,0,
19.14971924,-0.865200818,1.297651529,5.604794979,-0.364520967,-0.041568484,-0.20997268,11.3999939,-23.87199402,-30.85302734,,5.817748594,0.003107319,9.65543E-06,0.108233256,,0,
19.159729,-1.131646752,1.503174186,5.577401638,-0.363455176,-0.03090998,-0.213170066,11.5,-23.4757843,-31.04768372,,5.886218314,0.06846972,0.004688103,0.108612127,,0,
19.16970825,-1.178349614,1.512604475,5.799689293,-0.320820898,-0.060753629,-0.204643428,11.5,-23.4757843,-31.04768372,,6.108426639,0.222208325,0.04937654,0.104578427,,0,
19.1796875,-1.397643566,1.676363945,5.799240589,-0.253672749,-0.141758204,-0.183326423,11.5,-23.4757843,-31.04768372,,6.196353365,0.087926726,0.007731109,0.094374485,,0,
19.18969727,-1.280886412,1.647324324,5.736820221,-0.176931366,-0.261133611,-0.156680152,11.6000061,-23.5748291,-32.21562195,,6.104543691,-0.091809674,0.008429016,0.063795813,,0,
19.19967651,-1.327140212,1.454824686,5.910309315,-0.111914553,-0.37944293,-0.122573055,11.6000061,-23.5748291,-32.21562195,,6.229732916,0.125189225,0.015672342,0.053926041,,0,
19.20965576,-1.363664269,1.609303474,5.948330402,-0.063951552,-0.490291148,-0.090597808,11.6000061,-23.5748291,-32.21562195,,6.311265522,0.081532606,0.006647566,0.034368139,,0,
19.21966553,-1.335223436,1.829345822,6.014642715,-0.045831937,-0.594744563,-0.072478198,11.30000305,-23.67388916,-32.21560669,,6.426916427,0.115650905,0.013375132,0.021921055,,0,
19.22964477,-1.32100296,1.93188262,6.43915987,-0.066083148,-0.689605296,-0.066083148,11.30000305,-23.67388916,-32.21560669,,6.851277188,0.424360761,0.180082056,0.034756291,,0,
19.23965454,-1.191522241,2.205363989,6.837182045,-0.121507257,-0.766346455,-0.074609786,11.30000305,-23.67388916,-32.21560669,,7.282198424,0.430921236,0.185693112,0.043323856,,0,
19.24963379,-1.413211226,2.172881365,7.431745529,-0.196116507,-0.823902428,-0.091663606,10.5,-23.77294922,-32.41026306,,7.870795449,0.588597025,0.346446458,0.074377372,,0,
19.26028442,-1.277443528,2.291734219,8.059090614,-0.270726293,-0.873997271,-0.098058388,10.5,-23.77294922,-32.41026306,,8.475426197,0.604630748,0.365578341,0.107610889,,0,
19.2696228,-1.197958827,2.168091536,8.690029144,-0.311228454,-0.878260732,-0.104453437,10.5,-23.77294922,-32.41026306,,9.036168037,0.560741839,0.31443141,0.135769371,,0,
19.27960205,-1.38132751,2.227068901,9.194330215,-0.306965262,-0.801519334,-0.120441459,10.19999695,-23.37672424,-33.77287292,,9.560523505,0.524355468,0.274948657,0.156275927,,0,
19.2895813,-1.209185481,2.369572401,9.699230194,-0.257935941,-0.660827219,-0.13642922,10.19999695,-23.37672424,-33.77287292,,10.0574385,0.496914998,0.246924516,0.178020782,,0,
19.29956055,-1.384171605,2.262095928,10.21281242,-0.18652381,-0.493489087,-0.133231297,10.19999695,-23.37672424,-33.77287292,,10.55151869,0.494080185,0.244115229,0.199446802,,0,
19.30957031,-1.794318676,2.783910751,11.11154366,-0.106585033,-0.33680892,-0.084202498,10.5,-23.97105408,-33.57821655,,11.59466002,1.043141332,1.088143839,0.296944211,,0,
19.31958008,-2.127076626,2.870430946,11.43247604,-0.023448868,-0.204643428,0.012789831,10.5,-23.97105408,-33.57821655,,11.97770167,0.383041649,0.146720905,0.30967815,,0,
19.32955933,-2.413431168,2.713108063,11.7549057,0.042633481,-0.085268296,0.172667384,10.5,-23.97105408,-33.57821655,,12.30298392,0.325282253,0.105808544,0.318081188,,0,
19.33959961,-2.252366066,2.894979954,11.9288435,0.06821394,0.017053019,0.36132279,10.6000061,-23.77294922,-33.9675293,,12.48003882,0.177054901,0.031348438,0.30455995,,0,
19.34957886,-2.055824995,2.991678715,12.17762661,0.031975243,0.102321312,0.512673676,10.6000061,-23.77294922,-33.9675293,,12.7071298,0.227090978,0.051570312,0.292366968,,0,
19.35955811,-1.403780818,3.036884785,12.46442986,-0.055424642,0.177996367,0.570229411,10.6000061,-23.77294922,-33.9675293,,12.90562983,0.198500032,0.039402263,0.26445386,,0,
19.37020874,-0.634081423,2.985242128,13.30972195,-0.162009671,0.199313641,0.52226615,10.6000061,-23.87199402,-33.38356018,,13.65512461,0.749494777,0.56174242,0.282286958,,0,
19.3795166,-0.276026011,3.0838871,13.82180786,-0.225960702,0.173733175,0.401824921,10.6000061,-23.87199402,-33.38356018,,14.16435394,0.509229331,0.259314511,0.27727633,,0,
19.38952637,-0.31763947,3.024011612,14.67742825,-0.231289685,0.151350111,0.268593907,10.6000061,-23.87199402,-33.38356018,,14.98907739,0.824723448,0.680168766,0.314114522,,0,
19.39950561,-0.278720409,2.967429161,14.98354149,-0.171602383,0.136428684,0.173733175,10.69999695,-24.07009888,-33.48088074,,15.2771017,0.288024314,0.082958005,0.299208476,,0,
19.40948486,-0.324225783,2.601440191,15.46628761,-0.055424642,0.102321312,0.118309066,10.69999695,-24.07009888,-33.48088074,,15.68689472,0.409793017,0.167930317,0.292282575,,0,
19.41949463,-0.455203414,2.406096458,15.51448727,0.077806652,0.066082351,0.10338711,10.69999695,-24.07009888,-33.48088074,,15.70655358,0.019658863,0.000386471,0.193395541,,0,
19.42947388,-0.317190409,2.205663204,15.32962227,0.193984389,0.077806652,0.124703847,10.69999695,-24.36726379,-33.38356018,,15.49073526,-0.215818325,0.04657755,0.1842916,,0,
19.43945313,-0.396824807,1.839524746,15.01153374,0.272857368,0.133230761,0.151350111,10.69999695,-24.36726379,-33.38356018,,15.12902728,-0.36170798,0.130832663,0.18656652,,0,
19.44946289,-0.439336389,1.194815397,14.28733921,0.336808115,0.201445237,0.155613825,10.69999695,-24.36726379,-33.38356018,,14.34394165,-0.785085629,0.616359445,0.239749338,,0,
19.45944214,-0.316441953,0.62539947,14.12492752,0.417812705,0.296306223,0.142823458,10.8999939,-25.15969849,-33.38356018,,14.14230665,-0.201634995,0.040656671,0.238757189,,0,
19.46942139,-0.710722029,-0.20507355,13.05300617,0.525463521,0.449788481,0.142823458,10.8999939,-25.15969849,-33.38356018,,13.07394933,-1.068357323,1.141387369,0.338937653,,0,
19.47943115,-0.881516874,-0.0477507,12.25531483,0.65016818,0.64270705,0.177996367,10.8999939,-25.15969849,-33.38356018,,12.28707018,-0.786879149,0.619178796,0.344159142,,0,
19.4894104,-1.115180969,-0.307011575,10.92428303,0.750357866,0.826033473,0.239815786,11.59999084,-26.3483429,-31.92364502,,10.9853468,-1.301723379,1.694483755,0.474629073,,0,
19.49938965,-1.190474391,-0.628692627,9.991871834,0.786597133,0.914499164,0.31868878,11.59999084,-26.3483429,-31.92364502,,10.08216179,-0.903185009,0.81574316,0.486954018,,0,
19.50939941,-1.626218319,-0.86924243,9.45658493,0.752489746,0.884654999,0.409286052,11.59999084,-26.3483429,-31.92364502,,9.634685619,-0.447476175,0.200234927,0.497615557,,0,
19.51937866,-1.319506049,-1.189875603,8.745862961,0.660826385,0.764214039,0.508409977,12.19999695,-28.329422,-31.43699646,,8.924517863,-0.710167755,0.504338241,0.528198095,,0,
19.52935791,-1.54613483,-0.981059849,8.336913109,0.542517364,0.573427081,0.606468081,12.19999695,-28.329422,-31.43699646,,8.535638905,-0.388878958,0.151226844,0.541910856,,0,
19.53936768,-1.419049025,-0.666114807,7.902965546,0.421010613,0.35705933,0.698131442,12.19999695,-28.329422,-31.43699646,,8.056939461,-0.478699444,0.229153158,0.558508639,,0,
19.54934692,-1.692680001,-0.557141423,7.809859276,0.337873906,0.165206537,0.768477261,11.80000305,-29.02279663,-30.95036316,,8.010585126,-0.046354336,0.002148724,0.546810099,,0,
19.55932617,-1.466500401,-0.304616541,7.775580406,0.294174105,0.001065797,0.808979928,11.80000305,-29.02279663,-30.95036316,,7.918526714,-0.092058412,0.008474751,0.491547854,,0,
19.56985474,-0.929417253,-0.108224943,7.718100071,0.260067254,-0.143890321,0.819638133,11.59999084,-29.81523132,-30.4637146,,7.774612387,-0.143914327,0.020711333,0.489734642,,0,
19.57928467,-1.156195641,0.255668342,7.519612789,0.21316953,-0.256870151,0.81430918,11.59999084,-29.81523132,-30.4637146,,7.612275032,-0.162337356,0.026353417,0.388367919,,0,
19.58929443,-0.910706162,0.801433384,7.486980915,0.154548034,-0.334677309,0.796189845,11.59999084,-29.81523132,-30.4637146,,7.584626847,-0.027648185,0.000764422,0.33214843,,0,
19.59927368,-0.729582846,1.015787601,7.431595802,0.106584497,-0.374113411,0.748226285,10.80000305,-30.3105011,-30.56103516,,7.536095259,-0.048531588,0.002355315,0.178318572,,0,
19.60928345,-0.394429773,1.580413461,7.510781288,0.086333558,-0.365586758,0.667221725,10.80000305,-30.3105011,-30.56103516,,7.685383342,0.149288083,0.022286932,0.106186188,,0,
19.61926269,-0.327219546,1.632205844,7.559579849,0.096991792,-0.332545727,0.560636699,10.80000305,-30.3105011,-30.56103516,,7.740698679,0.055315338,0.003059787,0.088261175,,0,
19.62979126,-0.337098986,2.030228138,7.351212978,0.131099164,-0.276055276,0.438064158,9.899993896,-31.10293579,-30.56103516,,7.633858413,-0.106840266,0.011414842,0.043449957,,0,
19.63925171,-0.178428948,1.982028365,7.234006882,0.179062694,-0.208906874,0.311227649,9.899993896,-31.10293579,-30.56103516,,7.502741425,-0.131116988,0.017191665,0.031264941,,0,
19.64923096,-0.246387631,2.01196599,6.977140903,0.229157284,-0.134297624,0.199313641,9.899993896,-31.10293579,-30.56103516,,7.265618294,-0.237123131,0.056227379,0.015544415,,0,
19.6592102,-0.290396124,2.114502907,6.67057848,0.265396267,-0.069280535,0.109782428,10.1000061,-31.30104065,-30.07440186,,7.003718277,-0.261900017,0.068591619,0.021584678,,0,
19.66921997,-0.515977025,1.770817518,6.538253784,0.282449812,-0.011724833,0.035172634,10.1000061,-31.30104065,-30.07440186,,6.793437239,-0.210281038,0.044218115,0.024834075,,0,
19.67922974,-0.416733384,1.933529258,6.347101212,0.285647184,0.037304495,-0.029844182,10.1000061,-31.30104065,-30.07440186,,6.64814981,-0.145287429,0.021108437,0.024870175,,0,
19.68917847,-0.599353611,1.814077616,6.372847557,0.284581393,0.084201962,-0.079938777,10.1000061,-31.89537048,-29.68508911,,6.653066085,0.004916275,2.41698E-05,0.022476608,,0,
19.69915771,-0.586181045,1.959125996,5.961203575,0.304832876,0.139626071,-0.114046149,10.1000061,-31.89537048,-29.68508911,,6.302200485,-0.350865601,0.12310667,0.03359863,,0,
19.70916748,-0.865051091,2.05821991,5.871240616,0.348532408,0.211037934,-0.144956127,10.1000061,-31.89537048,-29.68508911,,6.281405014,-0.02079547,0.000432452,0.033423824,,0,
19.71914673,-0.660726011,2.146685839,5.772446156,0.401824921,0.290976703,-0.176931366,10.19999695,-32.39064026,-29.10112,,6.194025635,-0.087379379,0.007635156,0.032091845,,0,
19.72915649,-1.038390636,2.226021051,5.742059231,0.44765687,0.380508184,-0.203577623,10.19999695,-32.39064026,-29.10112,,6.24537181,0.051346175,0.00263643,0.032053358,,0,
19.73913574,-1.094523907,2.008223772,5.284760475,0.455117464,0.473236799,-0.229158089,10.19999695,-32.39064026,-29.10112,,5.758440638,-0.486931172,0.237101966,0.052570369,,0,
19.74911499,-1.010997653,2.228116512,5.734574795,0.407154441,0.506278396,-0.246211633,11,-32.88591003,-28.71180725,,6.234738769,0.476298132,0.22685991,0.071631118,,0,
19.75979614,-1.308279395,2.365231514,5.663023472,0.327215672,0.473236799,-0.25580436,11,-32.88591003,-28.71180725,,6.275009955,0.040271185,0.001621768,0.066666972,,0,
19.769104,-1.37144804,2.28335166,5.926326275,0.250474572,0.394364357,-0.257935941,11,-32.88591003,-28.71180725,,6.497376982,0.222367027,0.049447095,0.064926561,,0,
19.77908325,-1.4130615,2.447410583,6.703809261,0.191852793,0.27605477,-0.265396774,11.19999695,-33.18307495,-28.90647888,,7.275137111,0.777760129,0.604910818,0.115898625,,0,
19.78909302,-1.320404172,2.095791817,7.18475914,0.159877017,0.128967568,-0.278187424,11.19999695,-33.18307495,-28.90647888,,7.599774629,0.324637519,0.105389519,0.123560541,,0,
19.79907227,-1.2945081,2.081870794,7.976612568,0.153482229,-0.020251475,-0.300569952,11.19999695,-33.18307495,-28.90647888,,8.344835845,0.745061216,0.555116215,0.174023454,,0,
19.80905151,-1.035396934,2.257455587,8.587342262,0.17479898,-0.128968105,-0.33041361,10.8999939,-33.28211975,-27.93318176,,8.939272883,0.594437037,0.353355391,0.194955156,,0,
19.81903076,-1.268611908,2.334395647,9.009016037,0.217433259,-0.206775278,-0.348532945,10.8999939,-33.28211975,-27.93318176,,9.392611413,0.453338531,0.205515824,0.213599099,,0,
19.82946777,-1.524429917,2.277663469,9.366023064,0.264330447,-0.262199402,-0.347467154,10.8999939,-33.28211975,-27.93318176,,9.758792214,0.366180801,0.134088379,0.225094847,,0,
19.83901977,-1.32983458,2.279310226,9.954449654,0.302701026,-0.293108851,-0.33680892,10.8999939,-33.67834473,-28.03051758,,10.2982903,0.539498082,0.29105818,0.251315006,,0,
19.84902954,-1.484163642,2.28589654,9.992321014,0.309096068,-0.294174641,-0.315491915,10.8999939,-33.67834473,-28.03051758,,10.35734251,0.059052218,0.003487164,0.230077297,,0,
19.85897827,-1.284927964,2.240989923,9.989776611,0.263264656,-0.288845658,-0.288845658,10.8999939,-33.67834473,-28.03051758,,10.31836772,-0.038974792,0.001519034,0.209591763,,0,
19.86898804,-1.144669652,2.133662939,10.35531616,0.169469729,-0.280319005,-0.264330983,10.80000305,-33.57928467,-27.05723572,,10.63463018,0.316262453,0.100021939,0.218537233,,0,
19.8789978,-0.742456079,2.029778957,10.58703423,0.049028795,-0.267528385,-0.249409035,10.80000305,-33.57928467,-27.05723572,,10.8053939,0.170763725,0.02916025,0.216692974,,0,
19.88894653,-0.472417593,2.018552303,10.99987602,-0.078872979,-0.243014246,-0.252606958,10.80000305,-33.57928467,-27.05723572,,11.19352511,0.388131206,0.150645833,0.175396157,,0,
19.89892578,-0.416883081,1.74058044,11.14357662,-0.183326423,-0.21743378,-0.278187424,10.6000061,-33.57928467,-28.03051758,,11.28639498,0.092869877,0.008624814,0.166599366,,0,
19.90893555,-0.397124171,1.768721938,11.41256714,-0.241948456,-0.160943881,-0.320820898,10.6000061,-33.57928467,-28.03051758,,11.55563817,0.269243191,0.072491896,0.122724428,,0,
19.91891479,-0.471369773,1.814975739,11.70880127,-0.257935941,-0.087399885,-0.358126193,10.6000061,-33.57928467,-28.03051758,,11.85800799,0.30236982,0.091427508,0.098912802,,0,
19.92889404,-0.889899433,1.578617215,11.81493092,-0.259001732,-0.069280535,-0.364520967,10.80000305,-33.67834473,-28.12783813,,11.95309775,0.095089758,0.009042062,0.081051551,,0,
19.93890381,-0.838256836,1.593586087,11.55746651,-0.287779868,-0.132165492,-0.351730883,10.80000305,-33.67834473,-28.12783813,,11.69688947,-0.256208285,0.065642685,0.074829215,,0,
19.94888306,-0.945583642,1.533860326,11.58216476,-0.347467154,-0.218499586,-0.327216208,10.80000305,-33.67834473,-28.12783813,,11.72149293,0.024603465,0.00060533,0.048424411,,0,
19.9588623,-0.767753422,1.260229349,11.5896492,-0.426340133,-0.29737255,-0.30483368,10.80000305,-32.98495483,-28.22517395,,11.68321839,-0.038274543,0.001464941,0.048240572,,0,
19.96887207,-0.544417858,0.923130333,11.5921936,-0.529727757,-0.370916009,-0.308031052,10.80000305,-32.98495483,-28.22517395,,11.64162845,-0.041589939,0.001729723,0.048259726,,0,
19.97885132,-0.293389887,0.997825027,11.43322468,-0.620325029,-0.397562265,-0.344269753,10.80000305,-32.98495483,-28.22517395,,11.48043374,-0.161194706,0.025983733,0.04152898,,0,
19.98883057,-0.176483005,0.56043458,11.34430981,-0.66509068,-0.377311349,-0.395430684,10.6000061,-31.99441528,-29.19845581,,11.35951575,-0.12091799,0.01462116,0.040207244,,0,
19.99884033,-0.323776692,0.361797631,11.44340324,-0.633115172,-0.322953016,-0.444459736,10.6000061,-31.99441528,-29.19845581,,11.45369838,0.09418263,0.008870368,0.027318566,,0,
20.0088501,-0.534837782,0.339643717,11.2607832,-0.551044762,-0.231289685,-0.458315909,10.6000061,-31.99441528,-29.19845581,,11.27859244,-0.175105942,0.030662091,0.029321954,,0,
20.01879883,-0.946481764,0.177530825,10.82878113,-0.452986389,-0.122573055,-0.429538071,10.69999695,-31.79631042,-29.00379944,,10.87151533,-0.407077109,0.165711773,0.037796489,,0,
20.02880859,-1.210682392,0.062420197,10.46054745,-0.363455176,-0.034107372,-0.347467154,10.69999695,-31.79631042,-29.00379944,,10.53056034,-0.340954995,0.116250309,0.040053107,,0,
20.03881836,-1.068029046,0.072149962,10.03288651,-0.309096873,0.023448335,-0.228092298,10.69999695,-31.79631042,-29.00379944,,10.08983168,-0.44072866,0.194241752,0.056889442,,0,
20.04879761,-1.065783739,-0.045655061,9.419761658,-0.306965262,0.055424109,-0.084202498,10.3999939,-30.90483093,-29.00378418,,9.479973051,-0.609858627,0.371927544,0.08473352,,0,
20.05880737,-1.044228554,0.131726071,9.152716637,-0.346401364,0.071411334,0.058621503,10.3999939,-30.90483093,-29.00378418,,9.213033532,-0.266939519,0.071256707,0.091156373,,0,
20.06878662,-0.832418978,0.398022294,8.957672119,-0.392233014,0.061818894,0.169469729,9.800003052,-30.40956116,-29.5877533,,9.005067068,-0.207966464,0.04325005,0.094955019,,0,
20.07879639,-0.725990295,0.496218115,8.927135468,-0.424208552,0.014921425,0.225959897,9.800003052,-30.40956116,-29.5877533,,8.970342356,-0.034724712,0.001205806,0.09490739,,0,
20.08874512,-0.284558266,0.765208721,8.820407867,-0.427405924,-0.062885754,0.235552609,9.800003052,-30.40956116,-29.5877533,,8.858109998,-0.112232358,0.012596102,0.093690333,,0,
20.09875488,-0.408201128,0.80113405,8.677904129,-0.413550287,-0.159877554,0.206774756,9.400009155,-30.11239624,-29.49041748,,8.724360378,-0.133749621,0.017888961,0.093987406,,0,
20.10873413,-0.317190409,0.54486692,8.621770859,-0.400759667,-0.267528385,0.166272327,9.400009155,-30.11239624,-29.49041748,,8.644791638,-0.07956874,0.006331184,0.093756571,,0,
20.11975098,-0.190404058,0.810414732,8.382718086,-0.398628086,-0.377311349,0.128967568,9.100006104,-29.51806641,-29.78240967,,8.423953244,-0.220838394,0.048769596,0.095402708,,0,
20.12872314,-0.440533906,0.818348229,8.212521553,-0.41781348,-0.479632646,0.100189716,9.100006104,-29.51806641,-29.78240967,,8.26494248,-0.159010763,0.025284423,0.082636585,,0,
20.13870239,-0.499211878,0.909059584,7.828420639,-0.45405218,-0.559571445,0.083136164,9.100006104,-29.51806641,-29.78240967,,7.896820343,-0.368122138,0.135513908,0.084387821,,0,
